city,country,longitude,latitude,sqm,total_rooms,max_guests,has_wifi,has_pool,distance_to_center,distance_to_sea,typeOfRental,nombre_etoiles,rental_rent
Abu Dhabi,UAE,54.37704683870909,24.488763752240285,92,3,5,1,0,8.15,18.06,DAILY,1,131988918363460192
Sevilla,Spain,-5.943169998450505,37.40266226750336,166,4,10,0,1,0.49,10.12,DAILY,4,261616084807366592
Rabat,Morocco,-6.87862229811168,34.00208990919199,63,1,1,1,0,13.0,19.29,DAILY,5,53690589258435808
Lyon,France,4.8583257691640584,45.81368520050335,161,5,10,1,1,3.09,5.16,DAILY,3,263991091726861184
Dubai,UAE,55.307810675058086,25.21540626109625,23,1,2,1,0,1.38,10.48,DAILY,5,266603526393905600
Casablanca,Morocco,-7.637502415025223,33.554135358144215,154,5,9,1,0,3.01,13.28,DAILY,3,61456591420525928
Dubai,UAE,55.2871036991162,25.211887893185214,66,2,3,1,0,6.82,0.63,DAILY,3,237344507940335776
Paris,France,2.3051603115927,48.86721460527355,134,3,8,1,1,1.52,0.49,DAILY,4,441716784371820992
Madrid,Spain,-3.7066117020669065,40.42188669896855,95,3,5,1,1,2.49,0.8,DAILY,2,177310156868169408
Dubai,UAE,55.30889990461182,25.16714652020651,75,3,6,0,0,9.33,11.36,DAILY,2,166669041685274016
New York,USA,-74.0310957084093,40.71465484316509,107,4,7,1,1,8.47,12.56,DAILY,3,324586744724919040
Tangier,Morocco,-5.858748235617741,35.741590170954396,94,2,6,1,1,10.71,1.86,DAILY,3,68633981119779200
Rabat,Morocco,-6.811497799951353,34.05507382722225,75,3,6,1,0,3.76,2.51,DAILY,3,54895932888050464
Lyon,France,4.849538959352935,45.7858370584226,119,4,8,1,0,7.48,16.72,DAILY,4,235047821450065760
Dubai,UAE,55.25972684868489,25.23632192897136,48,2,6,1,0,1.08,16.28,DAILY,3,224726686776012416
Los Angeles,USA,-118.2869121682233,34.02047585809683,83,2,4,0,0,4.86,14.15,DAILY,2,193865130003040800
Miami,USA,-80.22076337308499,25.775073819696356,98,2,6,1,0,7.65,16.07,DAILY,3,249784587055055392
Abu Dhabi,UAE,54.36796638235076,24.442680674130077,57,1,4,0,1,2.29,18.89,DAILY,1,187084551570944768
Los Angeles,USA,-118.26874831761948,34.00928797366109,85,3,8,1,0,12.48,6.96,DAILY,2,230200057472022656
Madrid,Spain,-3.684598961274509,40.46564019325284,184,5,11,0,0,7.31,18.35,DAILY,2,152872997428053408
Marrakech,Morocco,-7.933644506015942,31.601312056444915,154,5,9,0,0,8.34,8.8,DAILY,2,53890546762616400
Nice,France,7.304161925000198,43.68125041442863,56,2,4,1,0,1.86,17.32,DAILY,1,101917062627321872
Nice,France,7.280921158902394,43.66928393758328,25,1,2,1,0,9.16,10.63,DAILY,4,174223672250411680
Casablanca,Morocco,-7.558236954703019,33.57602134770581,124,4,9,1,1,6.14,10.78,DAILY,2,61189299242889152
Marseille,France,5.4073086498330865,43.32406500028136,119,3,5,0,1,1.4,17.17,DAILY,1,165403969638579840
Lyon,France,4.858430760743975,45.74325967049077,154,4,10,0,0,8.28,12.37,DAILY,5,277661621029819328
Marrakech,Morocco,-8.022638002442608,31.645417364174328,180,5,11,0,1,11.71,8.96,DAILY,3,82218017959343712
Marrakech,Morocco,-7.985845959379394,31.62834874562808,45,2,3,0,0,12.13,12.2,DAILY,5,55003731295756464
Valencia,Spain,-0.3346654510769027,39.49564737087606,22,1,3,1,0,7.1,6.74,DAILY,1,55519201931649736
Casablanca,Morocco,-7.5880164271792685,33.59181643527223,121,4,7,0,1,2.83,2.31,DAILY,2,67061268282543936
New York,USA,-74.05582336524911,40.66503871241211,121,3,7,0,0,9.83,10.26,DAILY,4,313604136857553920
Lyon,France,4.857075689687119,45.72511108632658,75,2,6,1,0,11.0,13.23,DAILY,1,103335727090738336
Barcelona,Spain,2.173183504230055,41.40457697490199,83,2,6,0,0,9.91,14.38,DAILY,1,96969123749858208
Marseille,France,5.373067169792454,43.32896743041338,125,4,7,1,0,9.6,8.27,DAILY,1,134491132872648496
Abu Dhabi,UAE,54.360199452458026,24.457677150155696,29,1,2,0,0,14.17,10.89,DAILY,2,119646648023919600
Nice,France,7.269907303687996,43.684315028129504,91,2,5,1,0,7.88,1.29,DAILY,3,217294812940347008
Rabat,Morocco,-6.800949759111083,34.01193698030225,197,5,11,0,1,3.89,9.0,DAILY,1,62419519448022968
Marrakech,Morocco,-7.956517293896962,31.655320977864562,25,1,1,0,0,11.86,12.7,DAILY,5,52434156507196336
Abu Dhabi,UAE,54.35738214601033,24.44690761692016,119,3,8,0,0,6.89,8.48,DAILY,2,190353885943432256
Madrid,Spain,-3.6540255893436546,40.391893901582336,108,4,9,0,0,0.15,8.07,DAILY,3,182603617959940832
Abu Dhabi,UAE,54.338878849136876,24.467000214557757,26,1,1,1,0,11.59,14.57,DAILY,4,190508709344364096
Marseille,France,5.412751660876123,43.29782608341386,144,5,9,1,0,7.33,12.55,DAILY,3,195174199515318208
Dubai,UAE,55.24486622868961,25.234064568736784,108,4,10,0,0,3.42,18.42,DAILY,1,180538806581688960
Barcelona,Spain,2.1929177233746167,41.40207569824597,137,3,6,0,0,8.91,3.71,DAILY,5,210604817407318272
Valencia,Spain,-0.3361145024183769,39.4921744338461,165,4,9,0,0,0.69,17.55,DAILY,3,184161285109712032
Tangier,Morocco,-5.831568345009797,35.725747079547304,72,3,5,1,1,9.35,2.31,DAILY,1,44797500596239072
Dubai,UAE,55.25263188426879,25.212757984389334,182,6,14,0,1,12.03,11.0,DAILY,1,359552352752663168
Casablanca,Morocco,-7.56109352274304,33.56378113363663,85,2,6,0,1,1.04,4.16,DAILY,1,47239131121937808
Chicago,USA,-87.67842800672825,41.83577317494951,167,5,11,0,0,8.63,16.8,DAILY,3,331420251133443840
Barcelona,Spain,2.162921543813826,41.347785904711664,188,5,10,0,1,3.82,9.45,DAILY,5,317586342923128064
Sevilla,Spain,-5.942567216466902,37.347005388802444,67,2,6,0,1,2.08,2.18,DAILY,2,155366918711579840
Dubai,UAE,55.28517966741987,25.231066562238233,51,2,3,0,0,11.96,0.88,DAILY,5,312494107173493184
Abu Dhabi,UAE,54.391422554294756,24.472982278848157,126,4,10,1,0,11.22,16.0,DAILY,1,204200267750939840
Barcelona,Spain,2.1629763952533763,41.39220041884371,168,5,9,1,0,0.14,3.58,DAILY,4,258744027771101056
Valencia,Spain,-0.37004534480875834,39.46182849320975,159,4,7,1,1,12.21,14.79,DAILY,1,146272965618174752
Madrid,Spain,-3.662745457688184,40.39128681171672,151,5,10,0,1,12.69,2.73,DAILY,5,263253007591666752
Nice,France,7.277471364310246,43.71723162087976,127,4,8,1,0,9.07,3.63,DAILY,1,167145706727446112
Abu Dhabi,UAE,54.39431914560108,24.480746507561857,176,5,10,1,0,2.3,2.22,DAILY,4,437643431402337344
Tangier,Morocco,-5.843060161826205,35.76923037071969,195,6,13,1,1,9.97,3.3,DAILY,1,78401894268112208
Abu Dhabi,UAE,54.425965902797245,24.472113374528675,105,3,6,0,0,0.19,7.17,DAILY,4,317409368856345216
Tangier,Morocco,-5.815082628167778,35.75198625799713,99,3,8,0,1,6.44,7.09,DAILY,1,48808940046931464
Dubai,UAE,55.22564286889882,25.178780717955075,159,4,7,1,0,3.99,19.3,DAILY,5,363825030127749760
Casablanca,Morocco,-7.5486198713851955,33.601167196912975,198,5,10,0,0,5.32,13.82,DAILY,4,74699478181904032
Nice,France,7.271702480022144,43.69758115188223,191,5,10,1,1,12.93,12.27,DAILY,5,400227743307557888
Casablanca,Morocco,-7.55979201677338,33.58251513314688,137,3,5,1,0,12.03,10.97,DAILY,2,43555784803816088
Dubai,UAE,55.2656709404337,25.22333574510118,169,4,9,1,0,4.71,0.53,DAILY,1,327498999661848896
Miami,USA,-80.14611063031114,25.725535201682362,68,1,4,1,0,9.18,16.82,DAILY,4,266863979130633376
Nice,France,7.244173183856463,43.711191959826664,106,4,8,0,0,6.71,19.66,DAILY,5,244938406681864352
Lyon,France,4.813798761751428,45.80521372128185,59,2,4,1,0,5.33,3.92,DAILY,5,220007879673464992
Barcelona,Spain,2.175775121127734,41.390647963384914,144,5,9,1,0,14.09,10.55,DAILY,1,132498870944958656
Dubai,UAE,55.29215352758616,25.183782413030606,35,2,4,0,0,9.7,18.17,DAILY,3,164220992814853504
Dubai,UAE,55.27203087539719,25.224308223254816,197,6,11,0,0,5.03,6.16,DAILY,1,265069773540111808
Rabat,Morocco,-6.873565163242126,34.02933048509181,149,5,10,0,1,11.03,9.28,DAILY,1,49082107479739320
Miami,USA,-80.20013193769078,25.7227108116015,155,5,10,0,1,8.54,12.05,DAILY,3,400321729878369536
Marseille,France,5.35850042763797,43.274316647173904,43,1,1,1,0,6.59,18.73,DAILY,4,175461125166900160
Abu Dhabi,UAE,54.343392552320466,24.419360288207507,113,4,10,1,1,10.38,10.47,DAILY,1,261558590535044928
Dubai,UAE,55.24164727974268,25.188755210692204,45,2,5,1,0,9.35,15.59,DAILY,5,292928709408177920
Barcelona,Spain,2.2225639085637834,41.35855304259954,195,6,14,1,0,12.36,9.56,DAILY,4,279826831807452928
Casablanca,Morocco,-7.5556655904718495,33.57813413389049,200,5,12,1,1,1.64,18.69,DAILY,2,85310493187727840
Marseille,France,5.362145767355752,43.255930291379954,133,4,10,0,1,8.66,12.26,DAILY,2,239162744014104000
Madrid,Spain,-3.68733588287894,40.36718709624949,127,4,10,0,0,6.55,13.27,DAILY,1,109630543022057152
Chicago,USA,-87.60204501542007,41.86695201980262,114,4,8,0,0,13.13,7.42,DAILY,5,379924371062324096
Marseille,France,5.327943910480881,43.27503047807666,111,3,8,0,1,5.36,1.13,DAILY,1,224555746074523456
Marseille,France,5.37389269276412,43.29579523816943,78,2,4,1,1,12.97,1.96,DAILY,4,286358247949509216
Valencia,Spain,-0.35080301864306573,39.43240109076426,37,2,6,1,0,0.96,13.11,DAILY,3,129158132778103568
Rabat,Morocco,-6.828151645404084,34.05330202881598,136,3,7,0,1,11.84,16.4,DAILY,4,83675856910861728
Abu Dhabi,UAE,54.40131060571579,24.444819447442953,28,1,3,0,0,7.69,18.27,DAILY,1,83086578365024384
Casablanca,Morocco,-7.554733523412534,33.61793426286934,84,3,5,0,1,10.32,3.25,DAILY,5,86700385905663712
Dubai,UAE,55.27156907377703,25.173294373212684,179,6,14,0,0,12.92,13.11,DAILY,3,383334660262916288
Miami,USA,-80.17219303864766,25.741697328245703,123,4,8,1,0,13.18,18.67,DAILY,2,228403576003501280
Dubai,UAE,55.28189688077988,25.178211390225012,38,1,4,0,0,9.94,12.72,DAILY,1,92300733175864880
Nice,France,7.25326095569531,43.732958699622884,150,5,9,0,1,4.54,11.98,DAILY,2,227843584259729888
Nice,France,7.27178906717353,43.68602812849234,83,2,4,1,1,8.51,12.84,DAILY,5,319059652652226112
Abu Dhabi,UAE,54.35354539599201,24.41860129760991,86,3,5,0,1,8.65,19.25,DAILY,3,280688555786401184
Valencia,Spain,-0.37259584895921866,39.443985167220475,178,6,12,0,0,11.66,4.3,DAILY,2,174550547147508160
Marrakech,Morocco,-7.984942906341028,31.671527407538676,21,1,3,0,0,1.56,4.02,DAILY,3,39170817797892976
Tangier,Morocco,-5.835344690477753,35.765705391453665,61,2,5,0,0,4.64,16.34,DAILY,3,46435629451549024
Nice,France,7.2248006402742035,43.724848808076786,60,2,6,1,1,8.88,6.95,DAILY,3,211133381912096320
Los Angeles,USA,-118.22084306052601,34.096314307434504,76,3,5,0,1,11.26,11.39,DAILY,5,386449611591651392
Paris,France,2.3158949453991244,48.83501377354021,130,3,6,0,1,8.19,13.75,DAILY,5,359083013795785792
Madrid,Spain,-3.699812212052314,40.38381794562357,164,4,10,0,1,1.14,17.6,DAILY,5,328195476007343424
Valencia,Spain,-0.3930508140735305,39.487856397424906,28,1,1,0,0,0.78,6.26,DAILY,5,165289857203971648
Tangier,Morocco,-5.857052160443383,35.773053760668766,81,2,5,0,1,12.44,18.52,DAILY,1,43309111694277360
Miami,USA,-80.1808976726124,25.763703397022567,96,3,6,0,1,14.95,14.79,DAILY,2,262894809443207296
Abu Dhabi,UAE,54.336533181386315,24.421753214873746,60,2,4,0,1,4.14,13.73,DAILY,1,183360311726067328
New York,USA,-73.99348713370354,40.721895958914686,169,5,10,0,0,3.39,3.02,DAILY,5,488534146536099648
Los Angeles,USA,-118.23052026140206,34.01018505355041,198,6,14,0,1,7.43,4.43,DAILY,5,618410091138034304
Nice,France,7.228395300078501,43.67679455144178,105,3,8,0,0,4.89,7.98,DAILY,3,202120473319706880
Abu Dhabi,UAE,54.36579695072296,24.439152770140417,55,2,5,0,1,12.93,15.99,DAILY,3,260159660757745984
Paris,France,2.394237261455377,48.82772411537485,176,5,11,0,1,13.18,0.77,DAILY,1,329764574635598144
Tangier,Morocco,-5.871387728222331,35.74717258755991,144,4,9,0,1,5.24,3.31,DAILY,4,88701450552661680
Marseille,France,5.333931889884672,43.34417411538503,150,4,8,1,0,12.46,4.42,DAILY,4,254525756712045312
Casablanca,Morocco,-7.60680028095554,33.586758632791614,155,4,10,1,1,1.81,19.36,DAILY,4,84107203105643360
Tangier,Morocco,-5.8228655690271065,35.752821167826525,138,3,8,0,0,11.3,10.19,DAILY,4,64333123050139008
Barcelona,Spain,2.2228307427554532,41.388997386587256,194,5,10,0,1,13.06,14.79,DAILY,4,289828913416784704
Dubai,UAE,55.24399157694697,25.22200511727146,140,5,12,0,1,3.31,4.6,DAILY,1,307892713141826048
Miami,USA,-80.20735791167377,25.737399246843847,200,5,12,1,0,9.02,6.09,DAILY,2,302030404608736576
Los Angeles,USA,-118.24034233463786,34.03113160061426,36,1,3,1,0,14.5,11.7,DAILY,2,144589904942255296
Chicago,USA,-87.62700945033292,41.84326474548805,162,4,10,0,0,3.62,19.85,DAILY,2,272289953912561152
Marrakech,Morocco,-7.938139419040386,31.643083057012603,163,4,10,0,1,8.88,5.7,DAILY,5,103040674206643456
Barcelona,Spain,2.1984975504090607,41.422705299823015,52,2,6,1,0,11.72,5.53,DAILY,3,130450011407960256
Tangier,Morocco,-5.7909698569759085,35.74391171912292,87,2,4,1,0,7.0,6.13,DAILY,3,48636563304153464
Valencia,Spain,-0.4219116107987437,39.503514541125476,33,1,1,0,0,11.4,5.24,DAILY,2,72099803541566080
Marseille,France,5.360198413167408,43.26666721523519,172,5,9,1,0,5.16,19.03,DAILY,4,271837234466622560
Marrakech,Morocco,-7.938393956320977,31.66020362817204,56,2,3,0,0,14.72,3.9,DAILY,2,32779223328087024
Rabat,Morocco,-6.837406466898593,34.025649762161684,88,3,6,1,0,13.46,0.13,DAILY,5,82417760083870816
Marseille,France,5.392359069522125,43.30649958983354,122,3,8,1,1,14.84,5.52,DAILY,4,307186783807739008
Madrid,Spain,-3.7238592341081325,40.39716858278376,79,3,8,0,0,2.66,12.35,DAILY,1,104606781794575296
Dubai,UAE,55.270499129884264,25.22742120904661,199,5,10,0,0,13.76,12.39,DAILY,4,386621395720525056
Valencia,Spain,-0.36110231870941073,39.456921433656824,95,2,5,0,1,13.5,6.67,DAILY,4,184373241982376128
Dubai,UAE,55.24336902998478,25.190179130894833,109,3,8,1,1,5.45,17.75,DAILY,4,352922876979948800
Miami,USA,-80.19110366425593,25.791887904444206,15,1,4,1,0,11.54,13.01,DAILY,4,251506855360420000
Valencia,Spain,-0.4168108236609167,39.43990365878521,52,1,4,1,0,1.14,11.34,DAILY,5,202741656877808096
Casablanca,Morocco,-7.62251331253945,33.58590955749776,149,4,7,1,1,0.76,14.57,DAILY,2,64037931703097200
Chicago,USA,-87.62439675164798,41.88820268437791,124,4,10,0,0,12.99,14.41,DAILY,4,353735976869143424
Madrid,Spain,-3.6616239043792875,40.39307253213382,130,4,10,1,1,13.13,12.24,DAILY,2,174610214513312896
Rabat,Morocco,-6.827018368343319,34.04742981334945,179,5,10,0,1,11.13,1.93,DAILY,3,82590052288550928
Valencia,Spain,-0.32837986183222084,39.4659789637655,58,2,3,1,1,4.7,14.24,DAILY,4,196359415638064768
Lyon,France,4.808900894857919,45.793577230131184,190,5,10,0,0,9.38,8.29,DAILY,4,236892797671858528
Madrid,Spain,-3.653869360555219,40.409543017237695,75,2,5,1,0,1.32,15.43,DAILY,1,86072503272257984
Marseille,France,5.3589254008318115,43.3042295844176,48,2,4,1,0,12.59,10.47,DAILY,4,172081764130122432
Nice,France,7.295660474872002,43.68690690954341,58,1,2,0,1,3.78,4.8,DAILY,5,281767352332767680
Casablanca,Morocco,-7.623431993368618,33.580985674274324,16,1,2,0,0,2.83,13.72,DAILY,1,15355187807259782
Paris,France,2.347733543450121,48.8185926083519,117,4,10,0,0,12.56,18.46,DAILY,5,324996053154380928
Madrid,Spain,-3.672176222231828,40.368826238308394,25,1,2,0,0,6.68,2.55,DAILY,5,155234016128501472
Sevilla,Spain,-5.984946558503146,37.34114618460905,197,6,11,1,0,12.03,14.92,DAILY,4,234245330840904544
Valencia,Spain,-0.39423438714596637,39.43418292619613,68,2,6,1,0,6.81,7.21,DAILY,2,115328192247815984
Tangier,Morocco,-5.850931131291926,35.750997184673295,105,4,10,1,0,9.52,2.19,DAILY,3,58893445143967920
Paris,France,2.3906241683045346,48.84543408937991,68,1,3,0,1,11.74,10.92,DAILY,5,264986586683148128
Nice,France,7.232933776293857,43.707612973879904,96,3,6,0,0,0.97,0.75,DAILY,5,322056835004078976
Miami,USA,-80.18844821074413,25.746018858031665,104,2,3,1,0,1.82,12.33,DAILY,4,291140182104248768
Madrid,Spain,-3.6636556555876125,40.4079409156988,39,1,1,0,0,5.26,2.21,DAILY,1,47804573777657024
New York,USA,-74.05307995666386,40.72697412583167,101,3,7,0,1,8.96,5.11,DAILY,2,283684290199339648
Valencia,Spain,-0.3348646382157581,39.47221287461725,89,3,7,0,0,8.84,8.12,DAILY,4,163420462400298816
Barcelona,Spain,2.1946925940718858,41.37562356112787,78,2,5,0,1,5.55,18.58,DAILY,1,122455772289194720
Sevilla,Spain,-5.953026709595864,37.36895208592135,79,3,7,0,1,7.53,13.64,DAILY,1,117373085609584496
Sevilla,Spain,-5.953002226476193,37.353260684129246,50,2,4,1,0,3.24,2.1,DAILY,3,132358800257754928
Marrakech,Morocco,-7.956666902446741,31.65043653131445,45,1,1,1,0,8.76,4.63,DAILY,5,54160734964169960
Marseille,France,5.369293548504847,43.31997091703049,23,1,3,1,0,9.89,3.77,DAILY,4,165679871455937536
Miami,USA,-80.22521598820653,25.745762774801584,44,2,3,1,0,14.24,14.39,DAILY,4,229563228253539552
Rabat,Morocco,-6.816184631456265,34.00994229210806,171,5,12,1,0,3.54,13.29,DAILY,5,80152539734912320
Lyon,France,4.805157694440038,45.8090750776723,199,6,14,1,0,9.0,14.06,DAILY,5,310915052790384960
Casablanca,Morocco,-7.575884371058208,33.60632718929609,42,1,1,1,0,13.1,16.45,DAILY,3,34964306087122616
Marseille,France,5.36678971009114,43.32465896374872,45,1,1,1,0,14.27,2.64,DAILY,1,63952037427726568
Paris,France,2.340509324514965,48.89239554925065,108,3,5,0,1,13.48,19.05,DAILY,1,170287599442188704
Abu Dhabi,UAE,54.38001062376677,24.470484111931558,86,2,4,0,0,13.99,13.45,DAILY,3,210631343193325440
Rabat,Morocco,-6.845436839632756,33.98272454518638,194,6,12,1,0,6.19,5.96,DAILY,4,83715123741746928
Abu Dhabi,UAE,54.37153850417018,24.430995651641876,139,3,7,0,1,14.14,14.91,DAILY,5,390180337336393856
Barcelona,Spain,2.1957076734928025,41.41221247941367,197,6,11,0,1,12.57,15.6,DAILY,2,221097110446083040
Tangier,Morocco,-5.869643862286765,35.74542536607222,85,3,5,1,0,7.29,17.48,DAILY,5,69586990277902456
Nice,France,7.307062708214063,43.72818185998011,18,1,4,1,0,6.97,11.91,DAILY,1,78935902392767184
Tangier,Morocco,-5.794680669861261,35.76713676091179,31,1,2,1,0,14.94,12.43,DAILY,2,26663028415441316
Lyon,France,4.858607165319633,45.73167898599,171,5,9,0,0,5.09,6.65,DAILY,4,259680706846752704
Miami,USA,-80.21998018302997,25.800332789619123,78,3,5,0,1,8.49,12.68,DAILY,3,284298433171804864
Lyon,France,4.852324532747536,45.725643940781936,147,4,10,1,0,12.86,19.32,DAILY,4,249332565350219648
Lyon,France,4.872498199692275,45.77785571222172,37,2,5,1,0,0.42,6.11,DAILY,5,247347748440286272
Abu Dhabi,UAE,54.42681723451698,24.431272447322048,175,5,9,1,0,1.57,11.27,DAILY,4,336113960817710464
Marrakech,Morocco,-7.946432649350783,31.65087329210325,108,3,8,0,0,3.25,4.06,DAILY,4,68208525961259200
Valencia,Spain,-0.34609739027779457,39.45899219971661,137,3,5,0,1,10.46,17.98,DAILY,5,244352107129311584
Dubai,UAE,55.26130862788467,25.24111034599456,93,2,4,0,0,0.96,7.23,DAILY,5,317201530527203840
Lyon,France,4.879140535770334,45.77002895323418,169,5,9,1,0,12.58,18.58,DAILY,1,142978671433610032
Los Angeles,USA,-118.28094278480788,34.041098516810024,72,2,6,1,0,12.37,18.71,DAILY,1,158483111653691968
Marseille,France,5.395355002968197,43.292825139632285,15,1,1,1,0,5.45,15.02,DAILY,5,195216535934474944
Casablanca,Morocco,-7.590916106474405,33.60143717239288,52,1,1,1,0,10.53,7.48,DAILY,4,48787917078538160
Marseille,France,5.3616951363441965,43.25874058761107,133,4,8,0,1,13.31,10.51,DAILY,1,178565219309074560
Nice,France,7.21602267262859,43.67884993166847,39,1,4,1,0,14.87,13.49,DAILY,2,112906682140992400
Valencia,Spain,-0.41247291412312814,39.45835720899656,200,5,12,1,1,7.61,14.19,DAILY,4,297321787674077120
Tangier,Morocco,-5.873025204300406,35.74987028357574,69,1,4,0,0,7.01,3.48,DAILY,2,32532966081675788
Sevilla,Spain,-6.026365098659014,37.40870280614287,173,4,9,1,1,6.15,18.89,DAILY,5,265420228004346656
Barcelona,Spain,2.162844928166466,41.37049895864948,15,1,3,0,0,9.92,14.28,DAILY,3,104996805415732768
Nice,France,7.27428590891549,43.68892718336038,90,2,4,0,1,9.02,2.54,DAILY,2,203471414093506848
Casablanca,Morocco,-7.611717775199404,33.60174931651376,139,3,8,1,0,14.63,14.58,DAILY,3,60338931463648312
Marrakech,Morocco,-8.0076008170137,31.659680525550062,82,2,3,0,0,7.08,3.78,DAILY,2,36005519728608292
Valencia,Spain,-0.34141738790902015,39.429797914139,75,2,4,0,0,10.13,18.62,DAILY,5,164903008899388800
Rabat,Morocco,-6.83643960595971,34.038319404717726,125,4,10,0,0,6.23,4.31,DAILY,2,54825879967712304
Madrid,Spain,-3.7430684638996263,40.44802433360148,141,4,9,1,1,2.55,6.91,DAILY,2,223458873173122048
Abu Dhabi,UAE,54.37511592705686,24.494720875308662,123,4,7,1,0,7.38,11.72,DAILY,1,175372963931427136
Madrid,Spain,-3.6948739312719265,40.444520647354125,121,4,7,0,0,1.15,15.54,DAILY,2,129729077946450832
New York,USA,-74.03132073544509,40.67841180813154,87,2,5,1,0,10.24,18.47,DAILY,1,162815066644837312
Valencia,Spain,-0.3682312776609449,39.42105609412544,131,4,8,1,0,3.94,19.79,DAILY,1,112342174078631488
Paris,France,2.3869763843067564,48.86823729030113,150,5,11,1,1,8.78,3.43,DAILY,5,388844637433628864
Tangier,Morocco,-5.868183666500325,35.77501182056639,115,3,6,1,1,1.38,12.9,DAILY,4,73085069781057056
Abu Dhabi,UAE,54.41074751392502,24.46308902899843,125,4,9,1,1,4.15,14.8,DAILY,4,342188006353242752
Nice,France,7.28506221888189,43.6680510262448,50,1,3,0,0,10.5,7.55,DAILY,2,101921868476161680
Dubai,UAE,55.27829877697995,25.17411803998703,117,4,8,0,1,1.92,5.68,DAILY,4,436368871661597312
Sevilla,Spain,-6.010572948994715,37.34538556269302,189,5,11,0,1,2.93,18.51,DAILY,4,281592340092825344
Casablanca,Morocco,-7.581403279840888,33.61430911516536,165,4,8,1,0,3.15,8.46,DAILY,3,53889770750285992
Chicago,USA,-87.58011174297268,41.88041343660556,82,3,5,0,1,15.0,9.28,DAILY,2,223847341978504768
Marrakech,Morocco,-7.9554818605745785,31.66133505886987,189,5,12,1,1,4.56,8.67,DAILY,1,64816199487660712
Paris,France,2.379335844745765,48.853312724340746,54,2,5,1,1,11.64,3.16,DAILY,4,283790111906346848
